license_no	public_title	public_journal	public_html	public_volume	public_date
101239096	"Clinical Experience with Continuous Glucose Monitoring in Adults"	"Diabetics Therapeutics and Technology "	www.liebertpub.com/products/product.aspx?pid=11	"in press "	200906
101239096	"Women's Health Residencies and Fellowships"	"Journal of Women's Health "		"summer supplement "	200506
101239105	""""				200501
101239106	"Cocaine use in elder patients presenting to an inner-city emergency department."	"Acad Emerg Med.  "		11(8):874-7.	200408
101239106	"Iatrogenic venous air embolism"	"J Emerg Med"		18(2):255-6	200002
101239110	"Interaction of 14-3-3 Proteins with the Insulin-like Growth Factor I (IGF-I) Receptor. Evidence for a Role for 14-3-3 Proteins in IGF-I Receptor Signaling"	"Biochem. Biophys. Res. Commun. "		"312(4): 1060-6, 2003"	200304
101239110	"Suppressor of cytokine signaling-3 (SOCS-3): a potential mediator of interleukin-6 dependent insulin resistance in hepatocytes"	"J. Biol. Chem"		"278(16): 13740-6, 2003"	200305
101239110	"Suppressors of cytokine signaling (SOCS)-1 and 6 associate with and inhibit the insulin receptor: a potential mechanism for cytokine mediated insulin resistance. "	"J. Biol. Chem. "		"276: 25889-93, 2001"	200106
101239110	"Supressor of cytokine signaling (SOCS)-3 protein interacts with the insulin-like growth factor-I receptor. "	"Biochem. Biophys. Res. Commun., 00"		"278:38-43, 20"	200001
101239127	"[X-linked hyper-IGM syndrome associated to sclerosing cholangitis and gallbladder neoplasm: clinical case]"	"Revista Medica de Chile"		"131(3); 303-308. 2003."	200303
101239133	"Pediatric stress related seizures: conceptualization, diagnosis and treatment of  Non epileptic seizures in children and adolescents"	"Current Opinions in Pediatrics"			200510
101239137	"Allosteric Inhibition of the Protein-Protein Interaction Between the Leukemia Associated Protein Runx1 and CBFb"	"Chem Biol"		14(10)	200710
101239137	"Effect of Lysophosphatidic Acid Acyltransferase-Beta Inhibition in Acute Leukemia"	"Leukemia Research"		"Accepted 11/05"	200511
101239137	"Life-Threatening Thrombosis Complicating the Management of Hepatic Hemorrhage:  Anticoagulant Treatment in a Newborn with Hemophilia B"	"J Pediatr Hemtol Oncol"		26	200404
101239137	"Neuroleukemiosis:  Case Report of Leukemic Nerve Infiltration in Acute Lymphoblastic Leukemia"	"Muscle Nerve"			200807
101239138	"Residents and Medical Students in the 21st century"	"Bulletin of American College of Surgeons"		89	200411
101239142	"Chronic stress accelerates ultraviolet-induced cutaneous carcinogenesis."	"J Am Acad Dermatol. "		"51(6):919-22. "	200412
101239142	"Clinicopathologic features of ulcerative-atrophic sarcoidosis."	"Int J Dermatol. "		"43(2):108-12. "	200402
101239142	"Generalized necrobiosis lipoidica treated with a combination of split-thickness autografting and immunomodulatory therapy."	"Int J Dermatol"		43(11):852-4	200411
101239142	"Mucosal dominant pemphigus vulgaris with anti-desmoplakin autoantibodies."	"J Am Acad Dermatol"		"51(1):62-7. "	200407
101239142	"Multicentric plasma cell variant of Castleman's disease with cutaneous involvement."	"J Cutan Pathol. "		31(6):448-52	200407
101239142	"Negative Pressure Dressing in the Management of Pyoderma Gangrenosum Ulcer"	"Arch Dermatol"		143(10):1249-51	200710
101239142	"Neutrophilic dermatosis of the dorsal hand."	"J Dermatol. "		31(6):464-8	200406
101239142	"Subacute radiation dermatitis."	"Am J Dermatopathol"		(3):210-2	200406
101239142	"The Diagnostic Yield of Histopathologic Sampling Techniques in PAN-Associated Cutaneous Ulcers"	"Arch Dermatol "		143(10)1334-36	200710
101239142	"The QuantiFERON-TB Gold Test: A new screening test for tuberculosis infection before administration of tumor necrosis factor alpha inhibitors"	"Arch Dermatol"		"In press"	200712
101239144	"In-Flight Medical Events and Aircraft Diversions: One Airline’s Experiences"	"Aviation, Space and Environmental Medicine"		"Vol 74, #1 pp. 62-68"	200301
101239146	"Invasive therapy along with glycoprotein IIb/IIIa inhibitors and intracoronary stents improves survival in non-ST-segment elevation acute coronary syndromes: a meta-analysis and review of the literature."	"American Journal of Cardiology"	www.elsevier.com/wps/find/journaldescription.cws_home/525048/description#description	"93 (7)"	200404
101239163	N/A				200601
101239169	"Automated assessment of the composition of breast tissue revealed on tissue-thickness corrected mammography."	AJR		"180: 257-262"	03Jan
101239169	"Changes in Breast Cancer Detection and Mammography Recall Rates After the Introduction of Computer-Aided Detection System."	"Journal of the National Cancer Institute"		"96: 185-190"	2004
101239169	"Changes in breast cancer detection and recall rates after the introduction of CAD."	"Joural of the National Cancer Institute "		96:185-190	2004
101239169	"Computerized assessment of tissue composition from digitized mammograms."	"Acad Radiol"		9:899-905	02Aug
101239169	"Mammography with Computer-aided Detection: Reproducibility Assessment-Initial Experience."	Radiology		"228(P): 58-62"	2003
101239169	"Optimal reference mammograms: A comparison between the use of one-year and two year priors."	AJR		180:343-346	2003
101239169	"Recall and Detection Rates in Screening mammography: A Review of clinical experience: Implications for practice guidelines."	Cancer		"100(8): 1590-1594"	2004
101239169	"The use of dedicated breast magnetic reasonance imaging (MRI) to evaluate patients with known breast malignancy."	Radiology		"221(P): 230-231"	2001
101239171	". Clubfoot-Review of etilogy and treatment "	"Indian Journal of Orthopedics"		;42(1):22-26.	200801
101239171	"Functional Outcome in Adult Patients Following Bernese Periacetabular Osteotomy . "	Orthopedics		31	200801
101239171	"Interobserver and Intraobserver reliability of radiographic evidence of bone healing at osteotomy sites."	JPO_BR		15(4)	200601
101239171	"isolated tb of talus without ankle and subtalar joint involvement"	"medical journal of malaysia"		"53-b,september 2002"	200209
101239171	"maffucis syndrome-a case report from india"	"indian practitioner"			200308
101239171	"Metal Hypersenstivity -Can it mimic infection"	"Journal of arthroplasty"			200808
101239171	"Patient Survey of Weight Bearing and Physical Activity After In Situ Pinning for Slipped Capital Femoral Epiphysis."	"American Journal of Orthopedics"		"36(5): E 68-70."	200701
101239171	"role of artroscopy in management of arthritic knee"	"indian medical journal"			200402
101239171	"role of dynamic extrenal fixator in management of fractures of distal radius"	"indian medical journal"			200409
101239171	"Role of suture anchors in management of fractures of inferior pole of patella"	"Indian Journal of orthopedics"			201007
101239182	"Pulmonary Nontuberculous Mycobacterial Disease: New Insights into Risk Factors for Susceptiblity, Epidemiology, and Apoproaches to Management in Immunocompetent and Immunocompromised Patients"	"Current Infectious Disease Reports"	www.springerlink.com/content/1523-3847/12/3/	12	201005
101239186	"Gynecologic malignancies in women aged less than 25 years"	"Obstetrics & Gynecology"		105	200506
101239186	"Lower urinary tract reconstruction with ileum in the treatment of gynecologic malignancies "	"Gynecologic Oncology"		97	200501
101239186	"Modified Technique for Urinary Diversion with Incontinent Conduits"	"Gynecologic Oncology"		86(3)	200201
101239186	"Novel techniques to improve split-thickness skin graft viability during vulvo-vaginal reconstruction"	"Gynecologic Oncology"		97	200501
101239186	"Prognosis and recurrence risk for patients with cervical squamous intraepithelial lesions when diagnosed during pregnancy"	Cancer		4(102)	200406
101239186	"The impact of converting to liquid-based cervical cytology in a military population"	"Gynecologic Oncology"		99	200508
101239186	"The use of an acellular dermal graft for vulvar and vaginal reconstruction in a patient with erosive lichen planus"	"Obstetrics & Gynecology"		105	200501
101239186	"The use of continuous infusion topotecan in persistent and recurrent ovarian cancer"	"International Journal of Gynecologic Cancer"		13(2)	200301
101239186	"The utility of gastrojejunostomy in secondary cytoreduction and palliation of proximal intestinal obstruction in recurrent ovarian cancer"	"Gynecologic Oncology"		91(1)	200301
101239186	"The utility of hand-assisted laparoscopy in ovarian cancer"	"Gynecologic Oncology"		96(1)	200501
101239191	"PET imaging for evaluation of peritoneal metastases in patient with cervical carcinoma"	"Clinical Nuclear Medicine"			200309
101239191	"The clinical significance of lung hypoexpansion in childhood asthma"	"Pediatric Radiology"			200302
101239191	"The giant prostatic utricle: a case report"	"Pediatric Radiology"			200308
101239193	"Accellular Dermis-Assisted Breast Reconstruction"	"Aesthetic Plastic Surgery "		32	200801
101239193	"The Periareolar Approach to Augmentation Mammoplasty"	"Surgery Of The Breast"		"second edition "	200601
101239204	"Ethical Issues Surrounding Separation of Conjoined Twins"	"Journal of the Louisiana State Medical Society"			200111
101239206	"Anterior mediastinal nonseminomatous germ cell tumor with malignant transformation; a case report."	"Current Surgery"		61(6)	200401
101239206	"Heparin Induced Thrombocytopenia and Thrombosis Syndrome Following cardiac surgery."	"Current Surgery"		61(2)	200401
101239206	"Repair of Mycotic Coronary Artery Aneurysm without cardiopulmonary bypass:case report."	"Heart Surgery Forum"		7(4)	200401
101239206	"Right ventricular perforation diagnosed with computer tomography following permanent pacemaker placement."	"Current Surgery"		62(5)	200501
101239206	"Surgical treatment of thymoma"	"Current Surgery"		59(1)	200201
101239206	"The Military Surgeon and the war on terrorism:a Zollinger legacy."	"American Journal of Surgery"		186(3)	200301
101239206	"Victim of fashion:endocarditis following oral piercing."	"Current Surgery"		61(5)	200401
101239208	"Biofeedback in migraine headache prophylaxis"	Headache			200303
101239212	"Fetal and Ovarian radiation dose in patients undergoing gamma knife radiosurgery"	"surgical neurology"		6	200201
101239212	"Near lethal respiratory failure after rhTSH in a patient with metastatic thyroid carcinoma"	Thyroid		13	200301
101239212	"Primary adenoid cystic carcinoma of the trachea: Case Series and Literature review"	"Lung Cancer"		"46(Supplement 1)"	200410
101239212	"Primary MALT lymphoma of the dura in a patient with active scleroderma: case report and literature review"	"Clinical Advances in Hematology & Oncology"		2	200401
101239212	"Prospective single arm study of radioprotection by amifostine in high dose radioiodine therapy for thyroid cancer"	"International journal of radiation oncology, biology, physics"		"63(2, Supplement 1):S147-S148. Abstract # 1002"	200509
101239212	"Radiosurgical treatment of brain metastases in a community oncologic practice"	"Community Oncology"		1	200401
101239220	"cis-3, 4’, 5-trimethoxy-3’-aminostilbene disrupts tumor vascular perfusion without damaging normal organ perfusion"	"Cancer Chemotherapy Pharmacology"		63	200901
101239220	"cis-3, 4’, 5-trimethoxy-3’-aminostilbene, a new colchicine site microtubule inhibitor with anti-leukemic activity and minimal systemic toxicity"	"Amer. J. Hematology"		83	200801
101239220	"Colchicine Site Inhibitors of Microtubule Integrity as Vascular Disrupting Agents"	"Drug Development Research"		69	200901
101239220	"Mechanism of cell death induced by  cis-3, 4’, 5-trimethoxy-3’-aminostilbene in ovarian cancer"	"Gyn Oncology"		110	200801
101239220	"Mitochondrial ceramide increases in apoptosis and is mediated by hydrolysis of sphingomyelin"	Oncogene		23	200404
101239220	"N-benzyldoxorubicin-14-valerate (AD198) induces apoptosis through protein kinase C-delta-induced phosphorylation of phospholipid scramblase 3."	"Cancer Research"	cancerres.aacrjournals.org/cgi/content/full/65/21/10016	65	200511
101239220	"The interaction between tBid and cardiolipin or monolysocardiolipin"	"Biochem. Biophys. Res. Comm. "		330	200505
101239223	"“The Education of Interns in Central Line Technique- Increasing Comfort Level, Improving Outcomes"" (Abstract)	"	"Society of General Internal Medicine"		"April 2002"	200204
101239223	"At the Focal Point: ""An Unusual Cause of Biliary Colic"" "	"Gastrointestinal Endoscopy"		"Accepted for publication"	200606
101239223	"CASE REPORT:  ""Severe Ataxia, Myelopathy, and Peripheral Neuropathy Due to Acquired Copper Deficiency in a Patient with History of Gastrectomy"""	"JPEN: Journal of Parenteral and Enteral Nutrition"		"Accepted for publication September/October 2006"	200609
101239229	"Development of Malignant Breast Microcalcifications After Neoadjuvant Chemotherapy in Advanced Breast Cancer"	"The Breast Journal"		10:2	200403
101239229	"Epidermal Inclusion Cyst: 53 year-old Female with Recurrent Palpable Breast Mass"	"Journal of Womenâ€™s Imaging"		5:2	200305
101239236	"Imaging of American Football Injuries in Children"	"Pediatric Radiology"		"23 September 2009"	200909
101239237	"Forensic Aspects of the Violent Delinquent "	"Child and Adolescent Psychiatric Clinics of North "		"Vol. 9, Number 4"	2000
101239237	"Forensic Psychiatry "	"Child and Adolescent Psychiatric Clinics of North "		"11, #4"	"02 Oct"
101239237	"Juvenile Delinquency Evaluations"	"Forensic Psychiatry: Evalution and Assessment"			
101239237	"Keeping Family Members Names and Addresses Current Can Save You From a Law Suit"	"Washington Psychiatric Society Newsletter "		"Legal Update column"	"July/August 01"
101239237	"Principles and Practice of Child and Adolescent Forensic Psychiatry"	"Journal of American Academy of Child and Adolescen"			2002
101239237	"Psychological Consultation in Parental Rights Cases"	"The Journal of the American Academy of Psychiatry "		"Vol. 28, Number 4"	2000
101239237	"Psychological Consultation in Parental Rights Cases"	"The Journal of the American Academy of Psychiatry "		"Vol. 28, Number 4"	201201
101239237	"The Forensic Evaluation and Court Testimony"	"Child and Adolescent Psychiatric Clinics of North "		"11, #4"	"02 Oct"
101239237	"Treatment of Juvenile Offenders"	"Textbook of Adolescent Psychiatry"			2003
